"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test checks validation when loading an image that is too large","126","imgUploadTooLargeNegative","TestSuite","Sat Feb 14 10:45:56 UTC 2026","passed","Sat Feb 14 10:45:56 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadTooLargeNegative"
"Verify that the publish button is enabled and the warning disappears when the content is valid","31816","verifyContentValidationAndPublishButtonLogicValidContent","TestSuite","Sat Feb 14 10:44:21 UTC 2026","broken","Sat Feb 14 10:44:53 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogicValidContent"
"","2270","isLogin","TestSuite","Sat Feb 14 10:46:51 UTC 2026","passed","Sat Feb 14 10:46:53 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isLogin"
"","1750","signInTest","TestSuite","Sat Feb 14 10:47:13 UTC 2026","passed","Sat Feb 14 10:47:15 UTC 2026","org.greencity.api.OwnSecurityTest","API Tests","org.greencity.api.OwnSecurityTest","signInTest"
"","1459","checkOneTagSelection","TestSuite","Sat Feb 14 10:47:10 UTC 2026","passed","Sat Feb 14 10:47:11 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkOneTagSelection"
"Verify that the content field validation fails for too short input and passes for valid content","544","verifyTooShortContent","TestSuite","Sat Feb 14 10:44:56 UTC 2026","passed","Sat Feb 14 10:44:56 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyTooShortContent"
"Verify that the Edit News form contains the particular fields in English locale","60192","verifyEditNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Sat Feb 14 10:46:02 UTC 2026","failed","Sat Feb 14 10:47:02 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","verifyEditNewsFormFieldsVisibilityInEnglishLocale"
"Verify that the Create News form contains the particular fields in Ukrainian locale","8569","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Sat Feb 14 10:44:02 UTC 2026","passed","Sat Feb 14 10:44:11 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale"
"","1424","checkThreeTagsSelection","TestSuite","Sat Feb 14 10:47:12 UTC 2026","passed","Sat Feb 14 10:47:13 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkThreeTagsSelection"
"Verify that the Preview page displays the correct news title, content, author name, and creation date, and that the 'Back to Create News' button redirects correctly","889","checkPreviewPage","TestSuite","Sat Feb 14 10:45:57 UTC 2026","failed","Sat Feb 14 10:45:58 UTC 2026","org.greencity.ui.CreateNews.PreviewPageTest","UI Tests","org.greencity.ui.CreateNews.PreviewPageTest","checkPreviewPage"
