"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the validation of the title field","1330","verifyTitleFieldAndPublishButtonLogic","TestSuite","Mon Feb 16 00:15:16 UTC 2026","passed","Mon Feb 16 00:15:17 UTC 2026","org.greencity.ui.CreateNews.TitleValidationTest","UI Tests","org.greencity.ui.CreateNews.TitleValidationTest","verifyTitleFieldAndPublishButtonLogic"
"","1687","checkFourTagsSelection","TestSuite","Mon Feb 16 00:16:47 UTC 2026","passed","Mon Feb 16 00:16:49 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
"Verify that the Edit News form contains the particular fields in English locale","60113","verifyEditNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Mon Feb 16 00:15:39 UTC 2026","failed","Mon Feb 16 00:16:39 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","verifyEditNewsFormFieldsVisibilityInEnglishLocale"
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects to the EcoNews page","121405","testCancelButtonBehavior","TestSuite","Mon Feb 16 00:13:41 UTC 2026","passed","Mon Feb 16 00:15:43 UTC 2026","org.greencity.ui.CreateNews.CancelCreatingTest","UI Tests","org.greencity.ui.CreateNews.CancelCreatingTest","testCancelButtonBehavior"
"Verify that the publish button is disabled and a warning is displayed when the content is shorter than 20 characters","240","verifyContentValidationAndPublishButtonLogic20","TestSuite","Mon Feb 16 00:13:58 UTC 2026","passed","Mon Feb 16 00:13:58 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic20"
"Verify that the Create News form contains the particular fields in Ukrainian locale","8456","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Mon Feb 16 00:13:42 UTC 2026","passed","Mon Feb 16 00:13:50 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale"
"Verify that the Preview page displays the correct news title, content, author name, and creation date, and that the 'Back to Create News' button redirects correctly","657","checkPreviewPage","TestSuite","Mon Feb 16 00:15:33 UTC 2026","failed","Mon Feb 16 00:15:34 UTC 2026","org.greencity.ui.CreateNews.PreviewPageTest","UI Tests","org.greencity.ui.CreateNews.PreviewPageTest","checkPreviewPage"
"Verify that the Edit News form contains the particular fields in Ukrainian locale","60093","verifyEditNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Mon Feb 16 00:15:41 UTC 2026","failed","Mon Feb 16 00:16:41 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","verifyEditNewsFormFieldsVisibilityInUkrainianLocale"
"The test checks successful validation when uploading a valid PNG image","341","imgUploadPositive","TestSuite","Mon Feb 16 00:15:25 UTC 2026","passed","Mon Feb 16 00:15:25 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadPositive"
"Verify validation logic for invalid Source field and successful publish after correction","31503","SourceFieldNonValidValidation","TestSuite","Mon Feb 16 00:14:37 UTC 2026","broken","Mon Feb 16 00:15:09 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldNonValidValidation"
