"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects to the EcoNews page","121461","testCancelButtonBehavior","TestSuite","Sat Mar 14 23:08:45 UTC 2026","passed","Sat Mar 14 23:10:46 UTC 2026","org.greencity.ui.CreateNews.CancelCreatingTest","UI Tests","org.greencity.ui.CreateNews.CancelCreatingTest","testCancelButtonBehavior"
"","176","deleteSubCommentTest","TestSuite","Sat Mar 14 23:13:09 UTC 2026","passed","Sat Mar 14 23:13:09 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","deleteSubCommentTest"
"","1662","signInTest","TestSuite","Sat Mar 14 23:13:05 UTC 2026","passed","Sat Mar 14 23:13:07 UTC 2026","org.greencity.api.OwnSecurityTest","API Tests","org.greencity.api.OwnSecurityTest","signInTest"
"Verify that the Create News form contains the particular fields in Ukrainian locale","8550","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Sat Mar 14 23:08:45 UTC 2026","passed","Sat Mar 14 23:08:54 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale"
"","473","addCommentWithImagesTest","TestSuite","Sat Mar 14 23:13:08 UTC 2026","passed","Sat Mar 14 23:13:09 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","addCommentWithImagesTest"
"","193","addSubCommentTest","TestSuite","Sat Mar 14 23:13:08 UTC 2026","passed","Sat Mar 14 23:13:09 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","addSubCommentTest"
"This test verifies that an authorized user can successfully create a new EcoNews item and receive a valid response with generated ID and correct data.","338","createEcoNewsSuccessTest","TestSuite","Sat Mar 14 23:13:07 UTC 2026","passed","Sat Mar 14 23:13:08 UTC 2026","org.greencity.api.CreateEcoNewsTest","API Tests","org.greencity.api.CreateEcoNewsTest","createEcoNewsSuccessTest"
"","439","addSubCommentWithImagesTest","TestSuite","Sat Mar 14 23:13:09 UTC 2026","passed","Sat Mar 14 23:13:09 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","addSubCommentWithImagesTest"
"Add EcoNews to favorites and then remove it (authorized)","301","addAndRemoveEcoNewsFavorites_authorized","TestSuite","Sat Mar 14 23:13:14 UTC 2026","passed","Sat Mar 14 23:13:15 UTC 2026","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithTokenTest","API Tests","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithTokenTest","addAndRemoveEcoNewsFavorites_authorized"
"","91440","checkFourTagsSelection","TestSuite","Sat Mar 14 23:10:52 UTC 2026","passed","Sat Mar 14 23:12:23 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
"Stress test: verify that the content is truncated correctly to 63,206 symbols","1","verifyContentValidationAndPublishButtonLogic63206","TestSuite","Sat Mar 14 23:08:27 UTC 2026","unknown","Sat Mar 14 23:08:27 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic63206"
"Verify validation logic for invalid Source field and successful publish after correction","2376","SourceFieldNonValidValidation","TestSuite","Sat Mar 14 23:09:08 UTC 2026","passed","Sat Mar 14 23:09:10 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldNonValidValidation"
