"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test checks successful validation when uploading a valid PNG image","382","imgUploadPositive","TestSuite","Thu Feb 12 17:27:39 UTC 2026","passed","Thu Feb 12 17:27:39 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadPositive"
"","61365","checkOneTagSelection","TestSuite","Thu Feb 12 17:28:21 UTC 2026","failed","Thu Feb 12 17:29:23 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkOneTagSelection"
"","451","secondTest","TestSuite","Thu Feb 12 17:28:05 UTC 2026","broken","Thu Feb 12 17:28:05 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","secondTest"
"Verify the validation of the title field","1334","verifyTitleFieldAndPublishButtonLogic","TestSuite","Thu Feb 12 17:27:29 UTC 2026","passed","Thu Feb 12 17:27:30 UTC 2026","org.greencity.ui.CreateNews.TitleValidationTest","UI Tests","org.greencity.ui.CreateNews.TitleValidationTest","verifyTitleFieldAndPublishButtonLogic"
"Verify that the Create News form contains the particular fields in Ukrainian locale","8689","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Thu Feb 12 17:25:54 UTC 2026","passed","Thu Feb 12 17:26:03 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale"
"","3172","isLogin","TestSuite","Thu Feb 12 17:28:12 UTC 2026","broken","Thu Feb 12 17:28:16 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isLogin"
"The test checks validation when loading an image that is too large","122","imgUploadTooLargeNegative","TestSuite","Thu Feb 12 17:27:43 UTC 2026","passed","Thu Feb 12 17:27:43 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadTooLargeNegative"
"","1732","isLogin","TestSuite","Thu Feb 12 17:28:04 UTC 2026","broken","Thu Feb 12 17:28:06 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","isLogin"
"","91320","checkFourTagsSelection","TestSuite","Thu Feb 12 17:28:22 UTC 2026","passed","Thu Feb 12 17:29:53 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
"Verify that the content field validation fails for too short input and passes for valid content","676","verifyTooShortContent","TestSuite","Thu Feb 12 17:26:45 UTC 2026","passed","Thu Feb 12 17:26:45 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyTooShortContent"
"Verify that news can be published with empty Source field","8874","SourceFieldValidation","TestSuite","Thu Feb 12 17:27:23 UTC 2026","passed","Thu Feb 12 17:27:32 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldValidation"
"Stress test: verify that the content is truncated correctly to 63,206 symbols","1","verifyContentValidationAndPublishButtonLogic63206","TestSuite","Thu Feb 12 17:25:33 UTC 2026","unknown","Thu Feb 12 17:25:33 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic63206"
"The test checks validation error when uploading a GIF image (unsupported format)","152","imgUploadGIFNegative","TestSuite","Thu Feb 12 17:27:36 UTC 2026","passed","Thu Feb 12 17:27:37 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadGIFNegative"
"Verify that the Edit News form contains the particular fields in Ukrainian locale","12385","verifyEditNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Thu Feb 12 17:27:50 UTC 2026","passed","Thu Feb 12 17:28:03 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","verifyEditNewsFormFieldsVisibilityInUkrainianLocale"
"Verify that the Edit News form contains the particular fields in English locale","12677","verifyEditNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Thu Feb 12 17:27:49 UTC 2026","passed","Thu Feb 12 17:28:02 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","verifyEditNewsFormFieldsVisibilityInEnglishLocale"
"Verify that the Create News form contains the particular fields in English locale","9988","verifyCreateNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Thu Feb 12 17:25:54 UTC 2026","passed","Thu Feb 12 17:26:04 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","verifyCreateNewsFormFieldsVisibilityInEnglishLocale"
"Verify validation logic for invalid Source field and successful publish after correction","31567","SourceFieldNonValidValidation","TestSuite","Thu Feb 12 17:26:51 UTC 2026","broken","Thu Feb 12 17:27:23 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldNonValidValidation"
"","1765","signInTest","TestSuite","Thu Feb 12 17:30:08 UTC 2026","passed","Thu Feb 12 17:30:09 UTC 2026","org.greencity.api.OwnSecurityTest","API Tests","org.greencity.api.OwnSecurityTest","signInTest"
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects to the EcoNews page","121582","testCancelButtonBehavior","TestSuite","Thu Feb 12 17:25:54 UTC 2026","passed","Thu Feb 12 17:27:56 UTC 2026","org.greencity.ui.CreateNews.CancelCreatingTest","UI Tests","org.greencity.ui.CreateNews.CancelCreatingTest","testCancelButtonBehavior"
"Verify that the publish button is enabled and the warning disappears when the content is valid","31046","verifyContentValidationAndPublishButtonLogicValidContent","TestSuite","Thu Feb 12 17:26:13 UTC 2026","broken","Thu Feb 12 17:26:44 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogicValidContent"
"","0","removeAllTags","TestSuite","Thu Feb 12 17:29:53 UTC 2026","broken","Thu Feb 12 17:29:53 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","removeAllTags"
"","2630","isUserLoggedIn","TestSuite","Thu Feb 12 17:28:13 UTC 2026","broken","Thu Feb 12 17:28:16 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isUserLoggedIn"
"Verify that the Preview page displays the correct news title, content, author name, and creation date, and that the 'Back to Create News' button redirects correctly","1025","checkPreviewPage","TestSuite","Thu Feb 12 17:27:45 UTC 2026","failed","Thu Feb 12 17:27:46 UTC 2026","org.greencity.ui.CreateNews.PreviewPageTest","UI Tests","org.greencity.ui.CreateNews.PreviewPageTest","checkPreviewPage"
"Verify that clicking the Cancel button during editing triggers a confirmation modal, and selecting 'Yes, cancel' closes the editor","121281","CancelEditing","TestSuite","Thu Feb 12 17:28:06 UTC 2026","passed","Thu Feb 12 17:30:07 UTC 2026","org.greencity.ui.EditNews.CancelEditingTest","UI Tests","org.greencity.ui.EditNews.CancelEditingTest","CancelEditing"
"Verify that the publish button is disabled and a warning is displayed when the content is shorter than 20 characters","318","verifyContentValidationAndPublishButtonLogic20","TestSuite","Thu Feb 12 17:26:09 UTC 2026","passed","Thu Feb 12 17:26:10 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic20"
"","209","checkThreeTagsSelection","TestSuite","Thu Feb 12 17:29:54 UTC 2026","skipped","Thu Feb 12 17:29:54 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkThreeTagsSelection"
