"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test checks successful validation when uploading a valid PNG image","524","imgUploadPositive","TestSuite","Mon Feb 16 07:38:08 UTC 2026","passed","Mon Feb 16 07:38:08 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadPositive"
"","1714","isLogin","TestSuite","Mon Feb 16 07:39:24 UTC 2026","passed","Mon Feb 16 07:39:25 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isLogin"
"Verify validation logic for invalid Source field and successful publish after correction","32405","SourceFieldNonValidValidation","TestSuite","Mon Feb 16 07:37:16 UTC 2026","broken","Mon Feb 16 07:37:48 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldNonValidValidation"
"","1134","checkThreeTagsSelection","TestSuite","Mon Feb 16 07:39:34 UTC 2026","passed","Mon Feb 16 07:39:35 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkThreeTagsSelection"
"The test checks validation error when uploading a GIF image (unsupported format)","159","imgUploadGIFNegative","TestSuite","Mon Feb 16 07:38:01 UTC 2026","passed","Mon Feb 16 07:38:02 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadGIFNegative"
"Verify that the Edit News form contains the particular fields in English locale","60240","verifyEditNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Mon Feb 16 07:38:15 UTC 2026","failed","Mon Feb 16 07:39:15 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","verifyEditNewsFormFieldsVisibilityInEnglishLocale"
"","981","isLogin","TestSuite","Mon Feb 16 07:39:16 UTC 2026","passed","Mon Feb 16 07:39:17 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","isLogin"
"The test checks validation when loading an image that is too large","205","imgUploadTooLargeNegative","TestSuite","Mon Feb 16 07:38:06 UTC 2026","passed","Mon Feb 16 07:38:07 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadTooLargeNegative"
"Verify that the Create News form contains the particular fields in Ukrainian locale","7723","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Mon Feb 16 07:36:54 UTC 2026","passed","Mon Feb 16 07:37:01 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale"
"","1","removeAllTags","TestSuite","Mon Feb 16 07:40:34 UTC 2026","broken","Mon Feb 16 07:40:34 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","removeAllTags"
"Verify that the publish button is enabled and the warning disappears when the content is valid","744","verifyContentValidationAndPublishButtonLogicValidContent","TestSuite","Mon Feb 16 07:37:09 UTC 2026","failed","Mon Feb 16 07:37:10 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogicValidContent"
"Verify that the Preview page displays the correct news title, content, author name, and creation date, and that the 'Back to Create News' button redirects correctly","800","checkPreviewPage","TestSuite","Mon Feb 16 07:38:12 UTC 2026","failed","Mon Feb 16 07:38:13 UTC 2026","org.greencity.ui.CreateNews.PreviewPageTest","UI Tests","org.greencity.ui.CreateNews.PreviewPageTest","checkPreviewPage"
"Verify that clicking the Cancel button during editing triggers a confirmation modal, and selecting 'Yes, cancel' closes the editor","30289","CancelEditing","TestSuite","Mon Feb 16 07:38:58 UTC 2026","broken","Mon Feb 16 07:39:29 UTC 2026","org.greencity.ui.EditNews.CancelEditingTest","UI Tests","org.greencity.ui.EditNews.CancelEditingTest","CancelEditing"
"Verify that the Edit News form contains the particular fields in Ukrainian locale","60270","verifyEditNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Mon Feb 16 07:38:18 UTC 2026","failed","Mon Feb 16 07:39:18 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","verifyEditNewsFormFieldsVisibilityInUkrainianLocale"
"Stress test: verify that the content is truncated correctly to 63,206 symbols","1","verifyContentValidationAndPublishButtonLogic63206","TestSuite","Mon Feb 16 07:36:34 UTC 2026","unknown","Mon Feb 16 07:36:34 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic63206"
"Verify that the Create News form contains the particular fields in English locale","8807","verifyCreateNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Mon Feb 16 07:36:53 UTC 2026","passed","Mon Feb 16 07:37:02 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","verifyCreateNewsFormFieldsVisibilityInEnglishLocale"
"","1298","secondTest","TestSuite","Mon Feb 16 07:39:18 UTC 2026","passed","Mon Feb 16 07:39:19 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","secondTest"
"Verify the validation of the title field","1826","verifyTitleFieldAndPublishButtonLogic","TestSuite","Mon Feb 16 07:37:55 UTC 2026","passed","Mon Feb 16 07:37:57 UTC 2026","org.greencity.ui.CreateNews.TitleValidationTest","UI Tests","org.greencity.ui.CreateNews.TitleValidationTest","verifyTitleFieldAndPublishButtonLogic"
"Verify that the publish button is disabled and a warning is displayed when the content is shorter than 20 characters","524","verifyContentValidationAndPublishButtonLogic20","TestSuite","Mon Feb 16 07:37:09 UTC 2026","passed","Mon Feb 16 07:37:10 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic20"
"Verify that the content field validation fails for too short input and passes for valid content","543","verifyTooShortContent","TestSuite","Mon Feb 16 07:37:16 UTC 2026","passed","Mon Feb 16 07:37:16 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyTooShortContent"
"","61033","checkFourTagsSelection","TestSuite","Mon Feb 16 07:39:33 UTC 2026","passed","Mon Feb 16 07:40:34 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
"Verify that news can be published with empty Source field","8430","SourceFieldValidation","TestSuite","Mon Feb 16 07:37:53 UTC 2026","passed","Mon Feb 16 07:38:01 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldValidation"
