"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the Preview page displays the correct news title, content, author name, and creation date, and that the 'Back to Create News' button redirects correctly","805","checkPreviewPage","TestSuite","Thu Feb 12 17:12:07 UTC 2026","failed","Thu Feb 12 17:12:08 UTC 2026","org.greencity.ui.CreateNews.PreviewPageTest","UI Tests","org.greencity.ui.CreateNews.PreviewPageTest","checkPreviewPage"
"","2852","isUserLoggedIn","TestSuite","Thu Feb 12 17:12:42 UTC 2026","broken","Thu Feb 12 17:12:45 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isUserLoggedIn"
"Verify that the Create News form contains the particular fields in Ukrainian locale","8615","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Thu Feb 12 17:10:39 UTC 2026","passed","Thu Feb 12 17:10:47 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale"
"The test checks successful validation when uploading a valid PNG image","290","imgUploadPositive","TestSuite","Thu Feb 12 17:11:59 UTC 2026","passed","Thu Feb 12 17:11:59 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadPositive"
"","1903","signInTest","TestSuite","Thu Feb 12 17:14:25 UTC 2026","passed","Thu Feb 12 17:14:27 UTC 2026","org.greencity.api.OwnSecurityTest","API Tests","org.greencity.api.OwnSecurityTest","signInTest"
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects to the EcoNews page","121668","testCancelButtonBehavior","TestSuite","Thu Feb 12 17:10:39 UTC 2026","passed","Thu Feb 12 17:12:41 UTC 2026","org.greencity.ui.CreateNews.CancelCreatingTest","UI Tests","org.greencity.ui.CreateNews.CancelCreatingTest","testCancelButtonBehavior"
"","1339","secondTest","TestSuite","Thu Feb 12 17:12:31 UTC 2026","passed","Thu Feb 12 17:12:32 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","secondTest"
"Verify that the Create News form contains the particular fields in English locale","9200","verifyCreateNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Thu Feb 12 17:10:39 UTC 2026","passed","Thu Feb 12 17:10:48 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","verifyCreateNewsFormFieldsVisibilityInEnglishLocale"
"Verify the validation of the title field","1828","verifyTitleFieldAndPublishButtonLogic","TestSuite","Thu Feb 12 17:11:44 UTC 2026","passed","Thu Feb 12 17:11:46 UTC 2026","org.greencity.ui.CreateNews.TitleValidationTest","UI Tests","org.greencity.ui.CreateNews.TitleValidationTest","verifyTitleFieldAndPublishButtonLogic"
"","1134","checkFourTagsSelection","TestSuite","Thu Feb 12 17:12:47 UTC 2026","passed","Thu Feb 12 17:12:49 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
