"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that EcoNews can be retrieved in English and Ukrainian using lang parameter.","473","getEcoNewsLangTest","TestSuite","Sat Mar 14 16:12:14 UTC 2026","passed","Sat Mar 14 16:12:14 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","getEcoNewsLangTest"
"Verify that deleting EcoNews without authorization returns 401 status code.","225","testDeleteEcoNewsByIdWithoutTokenShouldReturn401","TestSuite","Sat Mar 14 16:12:15 UTC 2026","passed","Sat Mar 14 16:12:15 UTC 2026","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","testDeleteEcoNewsByIdWithoutTokenShouldReturn401"
"","285","Like a comment","TestSuite","Sat Mar 14 16:12:12 UTC 2026","failed","Sat Mar 14 16:12:12 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","likeCommentTest"
"","548","addCommentWithImagesTest","TestSuite","Sat Mar 14 16:12:11 UTC 2026","passed","Sat Mar 14 16:12:12 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","addCommentWithImagesTest"
"Verify that an attempt to get likes count on non-existing Eco News returns 404 status code.","222","countNonExistingEcoNewsLikes","TestSuite","Sat Mar 14 16:12:22 UTC 2026","passed","Sat Mar 14 16:12:22 UTC 2026","org.greencity.api.EcoNewsById.CountEcoNewsLikesByIdWithoutTokenTest","API Tests","org.greencity.api.EcoNewsById.CountEcoNewsLikesByIdWithoutTokenTest","countNonExistingEcoNewsLikes"
"The test checks validation error when uploading a GIF image (unsupported format)","181","imgUploadGIFNegative","TestSuite","Sat Mar 14 16:09:12 UTC 2026","passed","Sat Mar 14 16:09:12 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadGIFNegative"
"Verify that active replies are correctly sorted:
1. By createdDate in descending order
2. By modifiedDate in descending order
3. By multiple fields (createdDate, modifiedDate) in descending order

Also verifies:
- Correct page metadata
- Correct reply order positions
","1815","testSortByDates","TestSuite","Sat Mar 14 16:12:19 UTC 2026","passed","Sat Mar 14 16:12:21 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testSortByDates"
"Add EcoNews to favorites and then remove it (authorized)","251","addAndRemoveEcoNewsFavorites_authorized","TestSuite","Sat Mar 14 16:12:21 UTC 2026","failed","Sat Mar 14 16:12:21 UTC 2026","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithTokenTest","API Tests","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithTokenTest","addAndRemoveEcoNewsFavorites_authorized"
"Verify that the Create News form contains the particular fields in English locale","10316","verifyCreateNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Sat Mar 14 16:07:25 UTC 2026","passed","Sat Mar 14 16:07:35 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","verifyCreateNewsFormFieldsVisibilityInEnglishLocale"
"","235","getTagsByLanguageTest","TestSuite","Sat Mar 14 16:12:13 UTC 2026","passed","Sat Mar 14 16:12:13 UTC 2026","org.greencity.api.EcoNewsTagsTest","API Tests","org.greencity.api.EcoNewsTagsTest","getTagsByLanguageTest"
"Verify that an attempt to like another user's EcoNews returns 200 status code","565","likeAnotherUsersEcoNewsById","TestSuite","Sat Mar 14 16:12:23 UTC 2026","failed","Sat Mar 14 16:12:24 UTC 2026","org.greencity.api.EcoNewsById.LikeEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.LikeEcoNewsByIdTest","likeAnotherUsersEcoNewsById"
"Verify that updating EcoNews without authorization returns 401 status code.","210","testUpdateEcoNewsByIdWithoutTokenShouldReturn401","TestSuite","Sat Mar 14 16:12:15 UTC 2026","passed","Sat Mar 14 16:12:15 UTC 2026","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","testUpdateEcoNewsByIdWithoutTokenShouldReturn401"
"Verify that the system returns 400 Bad Request when invalid pagination or sorting parameters are provided.","1150","testGetActiveRepliesShouldReturn400","TestSuite","Sat Mar 14 16:12:18 UTC 2026","passed","Sat Mar 14 16:12:19 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testGetActiveRepliesShouldReturn400"
"Verify that the system returns 404 Not Found when counting replies for a non-existing comment.","471","testCountActiveRepliesShouldReturn404","TestSuite","Sat Mar 14 16:12:18 UTC 2026","passed","Sat Mar 14 16:12:18 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testCountActiveRepliesShouldReturn404"
"Verify that deleting a non-existing EcoNews returns 404 Not Found","242","testDeleteNonExistingEcoNewsShouldReturn404","TestSuite","Sat Mar 14 16:12:14 UTC 2026","passed","Sat Mar 14 16:12:14 UTC 2026","org.greencity.api.EcoNewsById.DeleteEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.DeleteEcoNewsByIdTest","testDeleteNonExistingEcoNewsShouldReturn404"
"Verify that active replies for a comment can be retrieved for a specific page (page=0, size=10).","517","testGetActiveRepliesWithPage","TestSuite","Sat Mar 14 16:12:19 UTC 2026","passed","Sat Mar 14 16:12:19 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testGetActiveRepliesWithPage"
"Verify that the content field validation fails for too short input and passes for valid content","527","verifyTooShortContent","TestSuite","Sat Mar 14 16:08:21 UTC 2026","passed","Sat Mar 14 16:08:22 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyTooShortContent"
"","1890","signInTest","TestSuite","Sat Mar 14 16:12:08 UTC 2026","passed","Sat Mar 14 16:12:10 UTC 2026","org.greencity.api.OwnSecurityTest","API Tests","org.greencity.api.OwnSecurityTest","signInTest"
"","2927","isLogin","TestSuite","Sat Mar 14 16:10:15 UTC 2026","passed","Sat Mar 14 16:10:18 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","isLogin"
