"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","294","isLogin","TestSuite","Sat Mar 14 18:04:50 UTC 2026","passed","Sat Mar 14 18:04:50 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isLogin"
"This test verifies that an authorized user can successfully create a new EcoNews item and receive a valid response with generated ID and correct data.","458","createEcoNewsSuccessTest","TestSuite","Sat Mar 14 18:06:32 UTC 2026","passed","Sat Mar 14 18:06:32 UTC 2026","org.greencity.api.CreateEcoNewsTest","API Tests","org.greencity.api.CreateEcoNewsTest","createEcoNewsSuccessTest"
"Stress test: verify that the content is truncated correctly to 63,206 symbols","1","verifyContentValidationAndPublishButtonLogic63206","TestSuite","Sat Mar 14 18:01:27 UTC 2026","unknown","Sat Mar 14 18:01:27 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic63206"
"","575","addCommentWithImagesTest","TestSuite","Sat Mar 14 18:06:33 UTC 2026","passed","Sat Mar 14 18:06:33 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","addCommentWithImagesTest"
"This test verifies that the EcoNews page API returns correct pagination data and validates the first news item, including its ID, title, author details, and tags.","337","verifyEcoNewsPageDataTest","TestSuite","Sat Mar 14 18:06:34 UTC 2026","passed","Sat Mar 14 18:06:34 UTC 2026","org.greencity.api.EcoNewsTest","API Tests","org.greencity.api.EcoNewsTest","verifyEcoNewsPageDataTest"
"","363","Like a comment","TestSuite","Sat Mar 14 18:06:34 UTC 2026","passed","Sat Mar 14 18:06:34 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentTest","likeCommentTest"
"","1033","checkFourTagsSelection","TestSuite","Sat Mar 14 18:04:58 UTC 2026","passed","Sat Mar 14 18:04:59 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
"Verify that the publish button is disabled and a warning is displayed when the content is shorter than 20 characters","315","verifyContentValidationAndPublishButtonLogic20","TestSuite","Sat Mar 14 18:02:03 UTC 2026","passed","Sat Mar 14 18:02:03 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic20"
"Verify the validation of the title field","1354","verifyTitleFieldAndPublishButtonLogic","TestSuite","Sat Mar 14 18:03:24 UTC 2026","passed","Sat Mar 14 18:03:25 UTC 2026","org.greencity.ui.CreateNews.TitleValidationTest","UI Tests","org.greencity.ui.CreateNews.TitleValidationTest","verifyTitleFieldAndPublishButtonLogic"
"Attempt to add EcoNews to favorites without token - should return 401","229","addToFavorites_unauthorized_shouldReturn401","TestSuite","Sat Mar 14 18:06:43 UTC 2026","passed","Sat Mar 14 18:06:43 UTC 2026","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithoutTokenTest","API Tests","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithoutTokenTest","addToFavorites_unauthorized_shouldReturn401"
"Verify that an attempt to like another user's EcoNews returns 200 status code","644","likeAnotherUsersEcoNewsById","TestSuite","Sat Mar 14 18:06:45 UTC 2026","passed","Sat Mar 14 18:06:46 UTC 2026","org.greencity.api.EcoNewsById.LikeEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.LikeEcoNewsByIdTest","likeAnotherUsersEcoNewsById"
"Verify that active replies for a comment can be retrieved successfully without query parameters.","533","testGetActiveRepliesDefault","TestSuite","Sat Mar 14 18:06:40 UTC 2026","passed","Sat Mar 14 18:06:40 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testGetActiveRepliesDefault"
"Verify that the system returns 404 Not Found when counting replies for a non-existing comment.","499","testCountActiveRepliesShouldReturn404","TestSuite","Sat Mar 14 18:06:40 UTC 2026","passed","Sat Mar 14 18:06:40 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testCountActiveRepliesShouldReturn404"
