"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the content field validation fails for too short input and passes for valid content","558","verifyTooShortContent","TestSuite","Fri Feb 13 12:41:20 UTC 2026","passed","Fri Feb 13 12:41:21 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyTooShortContent"
"Verify that the Create News form contains the particular fields in Ukrainian locale","9104","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Fri Feb 13 12:40:25 UTC 2026","passed","Fri Feb 13 12:40:34 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale"
"The test checks successful validation when uploading a valid PNG image","400","imgUploadPositive","TestSuite","Fri Feb 13 12:42:12 UTC 2026","passed","Fri Feb 13 12:42:13 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadPositive"
"","1716","signInTest","TestSuite","Fri Feb 13 12:43:36 UTC 2026","passed","Fri Feb 13 12:43:38 UTC 2026","org.greencity.api.OwnSecurityTest","API Tests","org.greencity.api.OwnSecurityTest","signInTest"
"","2566","isLogin","TestSuite","Fri Feb 13 12:43:04 UTC 2026","passed","Fri Feb 13 12:43:07 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","isLogin"
"","1091","secondTest","TestSuite","Fri Feb 13 12:43:08 UTC 2026","passed","Fri Feb 13 12:43:10 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","secondTest"
"Verify that news can be published with empty Source field","8576","SourceFieldValidation","TestSuite","Fri Feb 13 12:41:56 UTC 2026","passed","Fri Feb 13 12:42:05 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldValidation"
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects to the EcoNews page","121638","testCancelButtonBehavior","TestSuite","Fri Feb 13 12:40:24 UTC 2026","passed","Fri Feb 13 12:42:26 UTC 2026","org.greencity.ui.CreateNews.CancelCreatingTest","UI Tests","org.greencity.ui.CreateNews.CancelCreatingTest","testCancelButtonBehavior"
"Verify that the Edit News form contains the particular fields in English locale","60276","verifyEditNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Fri Feb 13 12:42:23 UTC 2026","failed","Fri Feb 13 12:43:23 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","verifyEditNewsFormFieldsVisibilityInEnglishLocale"
"Verify that the Preview page displays the correct news title, content, author name, and creation date, and that the 'Back to Create News' button redirects correctly","790","checkPreviewPage","TestSuite","Fri Feb 13 12:42:20 UTC 2026","failed","Fri Feb 13 12:42:21 UTC 2026","org.greencity.ui.CreateNews.PreviewPageTest","UI Tests","org.greencity.ui.CreateNews.PreviewPageTest","checkPreviewPage"
"Verify that the Edit News form contains the particular fields in Ukrainian locale","60221","verifyEditNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Fri Feb 13 12:42:28 UTC 2026","failed","Fri Feb 13 12:43:28 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","verifyEditNewsFormFieldsVisibilityInUkrainianLocale"
"The test checks validation error when uploading a GIF image (unsupported format)","132","imgUploadGIFNegative","TestSuite","Fri Feb 13 12:42:09 UTC 2026","passed","Fri Feb 13 12:42:09 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadGIFNegative"
"","1670","checkOneTagSelection","TestSuite","Fri Feb 13 12:43:31 UTC 2026","passed","Fri Feb 13 12:43:32 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkOneTagSelection"
"Verify the validation of the title field","1379","verifyTitleFieldAndPublishButtonLogic","TestSuite","Fri Feb 13 12:42:01 UTC 2026","passed","Fri Feb 13 12:42:02 UTC 2026","org.greencity.ui.CreateNews.TitleValidationTest","UI Tests","org.greencity.ui.CreateNews.TitleValidationTest","verifyTitleFieldAndPublishButtonLogic"
"Stress test: verify that the content is truncated correctly to 63,206 symbols","1","verifyContentValidationAndPublishButtonLogic63206","TestSuite","Fri Feb 13 12:40:07 UTC 2026","unknown","Fri Feb 13 12:40:07 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic63206"
"Verify that the publish button is enabled and the warning disappears when the content is valid","31209","verifyContentValidationAndPublishButtonLogicValidContent","TestSuite","Fri Feb 13 12:40:43 UTC 2026","broken","Fri Feb 13 12:41:15 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogicValidContent"
"Verify that clicking the Cancel button during editing triggers a confirmation modal, and selecting 'Yes, cancel' closes the editor","30170","CancelEditing","TestSuite","Fri Feb 13 12:42:33 UTC 2026","broken","Fri Feb 13 12:43:03 UTC 2026","org.greencity.ui.EditNews.CancelEditingTest","UI Tests","org.greencity.ui.EditNews.CancelEditingTest","CancelEditing"
"","177","isLogin","TestSuite","Fri Feb 13 12:43:15 UTC 2026","passed","Fri Feb 13 12:43:15 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isLogin"
"","535","isUserLoggedIn","TestSuite","Fri Feb 13 12:43:21 UTC 2026","broken","Fri Feb 13 12:43:21 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isUserLoggedIn"
"The test checks validation when loading an image that is too large","378","imgUploadTooLargeNegative","TestSuite","Fri Feb 13 12:42:16 UTC 2026","failed","Fri Feb 13 12:42:16 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadTooLargeNegative"
"Verify that the Create News form contains the particular fields in English locale","10581","verifyCreateNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Fri Feb 13 12:40:24 UTC 2026","passed","Fri Feb 13 12:40:35 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","verifyCreateNewsFormFieldsVisibilityInEnglishLocale"
"Verify validation logic for invalid Source field and successful publish after correction","31960","SourceFieldNonValidValidation","TestSuite","Fri Feb 13 12:41:22 UTC 2026","broken","Fri Feb 13 12:41:54 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldNonValidValidation"
"","1308","checkThreeTagsSelection","TestSuite","Fri Feb 13 12:43:34 UTC 2026","passed","Fri Feb 13 12:43:36 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkThreeTagsSelection"
"Verify that the publish button is disabled and a warning is displayed when the content is shorter than 20 characters","215","verifyContentValidationAndPublishButtonLogic20","TestSuite","Fri Feb 13 12:40:43 UTC 2026","passed","Fri Feb 13 12:40:43 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic20"
"","1306","checkFourTagsSelection","TestSuite","Fri Feb 13 12:43:29 UTC 2026","passed","Fri Feb 13 12:43:30 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
