"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the content field validation fails for too short input and passes for valid content","561","verifyTooShortContent","TestSuite","Tue Feb 17 14:31:37 UTC 2026","passed","Tue Feb 17 14:31:38 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyTooShortContent"
"","1300","checkOneTagSelection","TestSuite","Tue Feb 17 14:33:41 UTC 2026","passed","Tue Feb 17 14:33:42 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkOneTagSelection"
"The test checks validation error when uploading a GIF image (unsupported format)","220","imgUploadGIFNegative","TestSuite","Tue Feb 17 14:32:24 UTC 2026","passed","Tue Feb 17 14:32:25 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadGIFNegative"
"Verify that the Edit News form contains the particular fields in English locale","9878","verifyEditNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Tue Feb 17 14:33:09 UTC 2026","passed","Tue Feb 17 14:33:19 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","verifyEditNewsFormFieldsVisibilityInEnglishLocale"
"Verify that updating EcoNews without authorization returns 401 status code.","105","testUpdateEcoNewsByIdWithoutTokenShouldReturn401","TestSuite","Tue Feb 17 14:36:01 UTC 2026","failed","Tue Feb 17 14:36:01 UTC 2026","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","testUpdateEcoNewsByIdWithoutTokenShouldReturn401"
"This test verifies that an authorized user can successfully create a new EcoNews item and receive a valid response with generated ID and correct data.","403","createEcoNewsSuccessTest","TestSuite","Tue Feb 17 14:36:00 UTC 2026","passed","Tue Feb 17 14:36:00 UTC 2026","org.greencity.api.CreateEcoNewsTest","API Tests","org.greencity.api.CreateEcoNewsTest","createEcoNewsSuccessTest"
"Verify the validation of the title field","1562","verifyTitleFieldAndPublishButtonLogic","TestSuite","Tue Feb 17 14:32:17 UTC 2026","passed","Tue Feb 17 14:32:19 UTC 2026","org.greencity.ui.CreateNews.TitleValidationTest","UI Tests","org.greencity.ui.CreateNews.TitleValidationTest","verifyTitleFieldAndPublishButtonLogic"
"","2051","signInTest","TestSuite","Tue Feb 17 14:35:57 UTC 2026","passed","Tue Feb 17 14:35:59 UTC 2026","org.greencity.api.OwnSecurityTest","API Tests","org.greencity.api.OwnSecurityTest","signInTest"
"The test checks validation when loading an image that is too large","403","imgUploadTooLargeNegative","TestSuite","Tue Feb 17 14:32:30 UTC 2026","failed","Tue Feb 17 14:32:31 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadTooLargeNegative"
"Verify that the Edit News form contains the particular fields in Ukrainian locale","12308","verifyEditNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Tue Feb 17 14:33:13 UTC 2026","passed","Tue Feb 17 14:33:26 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","verifyEditNewsFormFieldsVisibilityInUkrainianLocale"
"Stress test: verify that the content is truncated correctly to 63,206 symbols","1","verifyContentValidationAndPublishButtonLogic63206","TestSuite","Tue Feb 17 14:31:00 UTC 2026","unknown","Tue Feb 17 14:31:00 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic63206"
"This test verifies that the EcoNews page API returns correct pagination data and validates the first news item, including its ID, title, author details, and tags.","250","verifyEcoNewsPageDataTest","TestSuite","Tue Feb 17 14:36:00 UTC 2026","failed","Tue Feb 17 14:36:00 UTC 2026","org.greencity.api.EcoNewsTest","API Tests","org.greencity.api.EcoNewsTest","verifyEcoNewsPageDataTest"
"","1525","secondTest","TestSuite","Tue Feb 17 14:33:26 UTC 2026","passed","Tue Feb 17 14:33:28 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","secondTest"
"Verify that EcoNews can be successfully retrieved by ID.","105","getEcoNewsByIdTest","TestSuite","Tue Feb 17 14:36:01 UTC 2026","passed","Tue Feb 17 14:36:01 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","getEcoNewsByIdTest"
"","1831","isUserLoggedIn","TestSuite","Tue Feb 17 14:33:34 UTC 2026","passed","Tue Feb 17 14:33:36 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isUserLoggedIn"
"Verify that the system returns 400 Bad Request when invalid pagination or sorting parameters are provided.","466","testGetActiveRepliesShouldReturn400","TestSuite","Tue Feb 17 14:36:03 UTC 2026","passed","Tue Feb 17 14:36:04 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testGetActiveRepliesShouldReturn400"
"Verify that clicking the Cancel button during editing triggers a confirmation modal, and selecting 'Yes, cancel' closes the editor","120689","CancelEditing","TestSuite","Tue Feb 17 14:33:56 UTC 2026","passed","Tue Feb 17 14:35:57 UTC 2026","org.greencity.ui.EditNews.CancelEditingTest","UI Tests","org.greencity.ui.EditNews.CancelEditingTest","CancelEditing"
"This test verifies that an authorized user can successfully create a new EcoNews item and receive a valid response with generated ID and correct data.","514","testCountActiveReplies","TestSuite","Tue Feb 17 14:36:03 UTC 2026","passed","Tue Feb 17 14:36:04 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testCountActiveReplies"
"","994","checkFourTagsSelection","TestSuite","Tue Feb 17 14:33:39 UTC 2026","passed","Tue Feb 17 14:33:40 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
"Verify that EcoNews can be retrieved in English and Ukrainian using lang parameter.","231","getEcoNewsLangTest","TestSuite","Tue Feb 17 14:36:01 UTC 2026","passed","Tue Feb 17 14:36:01 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","getEcoNewsLangTest"
