"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1219","checkThreeTagsSelection","TestSuite","Sun Feb 15 23:14:51 UTC 2026","passed","Sun Feb 15 23:14:52 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkThreeTagsSelection"
"The test checks validation when loading an image that is too large","271","imgUploadTooLargeNegative","TestSuite","Sun Feb 15 23:13:32 UTC 2026","passed","Sun Feb 15 23:13:32 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadTooLargeNegative"
"","3028","isUserLoggedIn","TestSuite","Sun Feb 15 23:14:43 UTC 2026","broken","Sun Feb 15 23:14:46 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isUserLoggedIn"
"Verify that the publish button is disabled and a warning is displayed when the content is shorter than 20 characters","320","verifyContentValidationAndPublishButtonLogic20","TestSuite","Sun Feb 15 23:12:02 UTC 2026","passed","Sun Feb 15 23:12:02 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic20"
"","1702","signInTest","TestSuite","Sun Feb 15 23:14:52 UTC 2026","passed","Sun Feb 15 23:14:54 UTC 2026","org.greencity.api.OwnSecurityTest","API Tests","org.greencity.api.OwnSecurityTest","signInTest"
"Verify that the Edit News form contains the particular fields in English locale","60241","verifyEditNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Sun Feb 15 23:13:37 UTC 2026","failed","Sun Feb 15 23:14:38 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","verifyEditNewsFormFieldsVisibilityInEnglishLocale"
"Verify that the Preview page displays the correct news title, content, author name, and creation date, and that the 'Back to Create News' button redirects correctly","1020","checkPreviewPage","TestSuite","Sun Feb 15 23:13:35 UTC 2026","failed","Sun Feb 15 23:13:36 UTC 2026","org.greencity.ui.CreateNews.PreviewPageTest","UI Tests","org.greencity.ui.CreateNews.PreviewPageTest","checkPreviewPage"
"","1219","isLogin","TestSuite","Sun Feb 15 23:14:25 UTC 2026","passed","Sun Feb 15 23:14:26 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","isLogin"
"Verify that the publish button is enabled and the warning disappears when the content is valid","31123","verifyContentValidationAndPublishButtonLogicValidContent","TestSuite","Sun Feb 15 23:12:03 UTC 2026","broken","Sun Feb 15 23:12:35 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogicValidContent"
"Verify that the Create News form contains the particular fields in Ukrainian locale","8414","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Sun Feb 15 23:11:46 UTC 2026","passed","Sun Feb 15 23:11:55 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale"
"Verify that the Edit News form contains the particular fields in Ukrainian locale","60367","verifyEditNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Sun Feb 15 23:13:40 UTC 2026","failed","Sun Feb 15 23:14:41 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","verifyEditNewsFormFieldsVisibilityInUkrainianLocale"
"Verify validation logic for invalid Source field and successful publish after correction","32013","SourceFieldNonValidValidation","TestSuite","Sun Feb 15 23:12:40 UTC 2026","broken","Sun Feb 15 23:13:12 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldNonValidValidation"
"Verify that news can be published with empty Source field","9417","SourceFieldValidation","TestSuite","Sun Feb 15 23:13:13 UTC 2026","passed","Sun Feb 15 23:13:22 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldValidation"
"","1899","checkFourTagsSelection","TestSuite","Sun Feb 15 23:14:44 UTC 2026","passed","Sun Feb 15 23:14:46 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
"Verify that the content field validation fails for too short input and passes for valid content","654","verifyTooShortContent","TestSuite","Sun Feb 15 23:12:37 UTC 2026","passed","Sun Feb 15 23:12:37 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyTooShortContent"
"Verify that clicking the Cancel button during editing triggers a confirmation modal, and selecting 'Yes, cancel' closes the editor","30382","CancelEditing","TestSuite","Sun Feb 15 23:13:53 UTC 2026","broken","Sun Feb 15 23:14:24 UTC 2026","org.greencity.ui.EditNews.CancelEditingTest","UI Tests","org.greencity.ui.EditNews.CancelEditingTest","CancelEditing"
"Stress test: verify that the content is truncated correctly to 63,206 symbols","1","verifyContentValidationAndPublishButtonLogic63206","TestSuite","Sun Feb 15 23:11:29 UTC 2026","unknown","Sun Feb 15 23:11:29 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic63206"
"The test checks successful validation when uploading a valid PNG image","592","imgUploadPositive","TestSuite","Sun Feb 15 23:13:29 UTC 2026","passed","Sun Feb 15 23:13:29 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadPositive"
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects to the EcoNews page","121669","testCancelButtonBehavior","TestSuite","Sun Feb 15 23:11:47 UTC 2026","passed","Sun Feb 15 23:13:48 UTC 2026","org.greencity.ui.CreateNews.CancelCreatingTest","UI Tests","org.greencity.ui.CreateNews.CancelCreatingTest","testCancelButtonBehavior"
"","1070","secondTest","TestSuite","Sun Feb 15 23:14:27 UTC 2026","passed","Sun Feb 15 23:14:28 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","secondTest"
"Verify that the Create News form contains the particular fields in English locale","9068","verifyCreateNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Sun Feb 15 23:11:47 UTC 2026","passed","Sun Feb 15 23:11:56 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","verifyCreateNewsFormFieldsVisibilityInEnglishLocale"
"The test checks validation error when uploading a GIF image (unsupported format)","113","imgUploadGIFNegative","TestSuite","Sun Feb 15 23:13:27 UTC 2026","passed","Sun Feb 15 23:13:27 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadGIFNegative"
"Verify the validation of the title field","1449","verifyTitleFieldAndPublishButtonLogic","TestSuite","Sun Feb 15 23:13:19 UTC 2026","passed","Sun Feb 15 23:13:20 UTC 2026","org.greencity.ui.CreateNews.TitleValidationTest","UI Tests","org.greencity.ui.CreateNews.TitleValidationTest","verifyTitleFieldAndPublishButtonLogic"
"","1414","checkOneTagSelection","TestSuite","Sun Feb 15 23:14:47 UTC 2026","passed","Sun Feb 15 23:14:48 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkOneTagSelection"
"","1332","isLogin","TestSuite","Sun Feb 15 23:14:33 UTC 2026","passed","Sun Feb 15 23:14:35 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isLogin"
