"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the Create News form contains the particular fields in English locale","9087","verifyCreateNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Wed Feb 18 16:31:49 UTC 2026","passed","Wed Feb 18 16:31:58 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","verifyCreateNewsFormFieldsVisibilityInEnglishLocale"
"Verify that the Create News form contains the particular fields in Ukrainian locale","8242","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Wed Feb 18 16:31:49 UTC 2026","passed","Wed Feb 18 16:31:58 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale"
"","989","checkFourTagsSelection","TestSuite","Wed Feb 18 16:34:42 UTC 2026","passed","Wed Feb 18 16:34:43 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
"Verify that an attempt to like non-existing EcoNews returns 404 status code","106","likeNonExistingEcoNewsById","TestSuite","Wed Feb 18 16:36:38 UTC 2026","passed","Wed Feb 18 16:36:38 UTC 2026","org.greencity.api.EcoNewsById.LikeEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.LikeEcoNewsByIdTest","likeNonExistingEcoNewsById"
"The test checks validation error when uploading a GIF image (unsupported format)","166","imgUploadGIFNegative","TestSuite","Wed Feb 18 16:33:28 UTC 2026","passed","Wed Feb 18 16:33:28 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadGIFNegative"
"Verify that an attempt to like user's own EcoNews returns 400 status code ","108","likeOwnEcoNews","TestSuite","Wed Feb 18 16:36:38 UTC 2026","passed","Wed Feb 18 16:36:38 UTC 2026","org.greencity.api.EcoNewsById.LikeOwnEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.LikeOwnEcoNewsByIdTest","likeOwnEcoNews"
"","166","Like a comment","TestSuite","Wed Feb 18 16:36:32 UTC 2026","failed","Wed Feb 18 16:36:32 UTC 2026","org.greencity.api.EcoNewsCommentTest","API Tests","org.greencity.api.EcoNewsCommentTest","likeCommentTest"
"The test checks validation when loading an image that is too large","158","imgUploadTooLargeNegative","TestSuite","Wed Feb 18 16:33:34 UTC 2026","passed","Wed Feb 18 16:33:35 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadTooLargeNegative"
"Verify that requesting a non-existing EcoNews returns 404 status code.","102","getNonExistingEcoNewsTestShouldReturn404","TestSuite","Wed Feb 18 16:36:33 UTC 2026","passed","Wed Feb 18 16:36:33 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","getNonExistingEcoNewsTestShouldReturn404"
"Verify that EcoNews can be retrieved in English and Ukrainian using lang parameter.","226","getEcoNewsLangTest","TestSuite","Wed Feb 18 16:36:33 UTC 2026","passed","Wed Feb 18 16:36:33 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","getEcoNewsLangTest"
"Verify that clicking the Cancel button during editing triggers a confirmation modal, and selecting 'Yes, cancel' closes the editor","121350","CancelEditing","TestSuite","Wed Feb 18 16:34:27 UTC 2026","passed","Wed Feb 18 16:36:29 UTC 2026","org.greencity.ui.EditNews.CancelEditingTest","UI Tests","org.greencity.ui.EditNews.CancelEditingTest","CancelEditing"
"Verify that the Edit News form contains the particular fields in English locale","9848","verifyEditNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Wed Feb 18 16:34:12 UTC 2026","passed","Wed Feb 18 16:34:22 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","verifyEditNewsFormFieldsVisibilityInEnglishLocale"
"Verified that a text-only comment is successfully created and returns correct data.","239","addCommentTest","TestSuite","Wed Feb 18 16:36:31 UTC 2026","passed","Wed Feb 18 16:36:31 UTC 2026","org.greencity.api.EcoNewsCommentTest","API Tests","org.greencity.api.EcoNewsCommentTest","addCommentTest"
"Verify that the publish button is enabled and the warning disappears when the content is valid","31098","verifyContentValidationAndPublishButtonLogicValidContent","TestSuite","Wed Feb 18 16:32:05 UTC 2026","broken","Wed Feb 18 16:32:36 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogicValidContent"
"Verify that an attempt to like another user's EcoNews returns 200 status code","350","likeAnotherUsersEcoNewsById","TestSuite","Wed Feb 18 16:36:38 UTC 2026","passed","Wed Feb 18 16:36:38 UTC 2026","org.greencity.api.EcoNewsById.LikeEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.LikeEcoNewsByIdTest","likeAnotherUsersEcoNewsById"
"","152","deleteSubCommentTest","TestSuite","Wed Feb 18 16:36:31 UTC 2026","failed","Wed Feb 18 16:36:32 UTC 2026","org.greencity.api.EcoNewsCommentTest","API Tests","org.greencity.api.EcoNewsCommentTest","deleteSubCommentTest"
"Verify that the content field validation fails for too short input and passes for valid content","424","verifyTooShortContent","TestSuite","Wed Feb 18 16:32:41 UTC 2026","passed","Wed Feb 18 16:32:42 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyTooShortContent"
