"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the content field validation fails for too short input and passes for valid content","600","verifyTooShortContent","TestSuite","Wed Feb 18 15:28:28 UTC 2026","passed","Wed Feb 18 15:28:28 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyTooShortContent"
"Verify that updating EcoNews without authorization returns 401 status code.","208","testUpdateEcoNewsByIdWithoutTokenShouldReturn401","TestSuite","Wed Feb 18 15:31:16 UTC 2026","passed","Wed Feb 18 15:31:16 UTC 2026","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","testUpdateEcoNewsByIdWithoutTokenShouldReturn401"
"Verify that deleting a non-existing EcoNews returns 404 Not Found","362","testDeleteNonExistingEcoNewsShouldReturn404","TestSuite","Wed Feb 18 15:31:14 UTC 2026","failed","Wed Feb 18 15:31:14 UTC 2026","org.greencity.api.EcoNewsById.DeleteEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.DeleteEcoNewsByIdTest","testDeleteNonExistingEcoNewsShouldReturn404"
"","0","removeAllTags","TestSuite","Wed Feb 18 15:31:10 UTC 2026","broken","Wed Feb 18 15:31:10 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","removeAllTags"
"The test checks validation when loading an image that is too large","191","imgUploadTooLargeNegative","TestSuite","Wed Feb 18 15:29:25 UTC 2026","passed","Wed Feb 18 15:29:26 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadTooLargeNegative"
"Verify that news can be published with empty Source field","8791","SourceFieldValidation","TestSuite","Wed Feb 18 15:29:05 UTC 2026","passed","Wed Feb 18 15:29:14 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldValidation"
"Verify that requesting a non-existing EcoNews returns 404 status code.","254","getNonExistingEcoNewsTestShouldReturn404","TestSuite","Wed Feb 18 15:31:15 UTC 2026","passed","Wed Feb 18 15:31:15 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","getNonExistingEcoNewsTestShouldReturn404"
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects to the EcoNews page","121807","testCancelButtonBehavior","TestSuite","Wed Feb 18 15:27:32 UTC 2026","passed","Wed Feb 18 15:29:34 UTC 2026","org.greencity.ui.CreateNews.CancelCreatingTest","UI Tests","org.greencity.ui.CreateNews.CancelCreatingTest","testCancelButtonBehavior"
"Verify validation logic for invalid Source field and successful publish after correction","31993","SourceFieldNonValidValidation","TestSuite","Wed Feb 18 15:28:30 UTC 2026","broken","Wed Feb 18 15:29:02 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldNonValidValidation"
"Attempt to remove EcoNews from favorites without token - should return 401","216","removeFromFavorites_unauthorized_shouldReturn401","TestSuite","Wed Feb 18 15:31:18 UTC 2026","passed","Wed Feb 18 15:31:18 UTC 2026","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithoutTokenTest","API Tests","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithoutTokenTest","removeFromFavorites_unauthorized_shouldReturn401"
"Verify that clicking the Cancel button during editing triggers a confirmation modal, and selecting 'Yes, cancel' closes the editor","30061","CancelEditing","TestSuite","Wed Feb 18 15:29:40 UTC 2026","broken","Wed Feb 18 15:30:10 UTC 2026","org.greencity.ui.EditNews.CancelEditingTest","UI Tests","org.greencity.ui.EditNews.CancelEditingTest","CancelEditing"
"Verify that the Create News form contains the particular fields in Ukrainian locale","9067","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Wed Feb 18 15:27:33 UTC 2026","passed","Wed Feb 18 15:27:42 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale"
"Verify that deleting EcoNews without authorization returns 401 status code.","207","testDeleteEcoNewsByIdWithoutTokenShouldReturn401","TestSuite","Wed Feb 18 15:31:16 UTC 2026","passed","Wed Feb 18 15:31:16 UTC 2026","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","testDeleteEcoNewsByIdWithoutTokenShouldReturn401"
"Verify that the publish button is disabled and a warning is displayed when the content is shorter than 20 characters","387","verifyContentValidationAndPublishButtonLogic20","TestSuite","Wed Feb 18 15:27:50 UTC 2026","passed","Wed Feb 18 15:27:51 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic20"
"","1742","signInTest","TestSuite","Wed Feb 18 15:31:11 UTC 2026","passed","Wed Feb 18 15:31:13 UTC 2026","org.greencity.api.OwnSecurityTest","API Tests","org.greencity.api.OwnSecurityTest","signInTest"
"Verify that the Create News form contains the particular fields in English locale","11277","verifyCreateNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Wed Feb 18 15:27:31 UTC 2026","passed","Wed Feb 18 15:27:43 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","verifyCreateNewsFormFieldsVisibilityInEnglishLocale"
"","1600","checkThreeTagsSelection","TestSuite","Wed Feb 18 15:30:43 UTC 2026","passed","Wed Feb 18 15:30:44 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkThreeTagsSelection"
"Attempt to add EcoNews to favorites without token - should return 401","238","addToFavorites_unauthorized_shouldReturn401","TestSuite","Wed Feb 18 15:31:18 UTC 2026","passed","Wed Feb 18 15:31:18 UTC 2026","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithoutTokenTest","API Tests","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithoutTokenTest","addToFavorites_unauthorized_shouldReturn401"
"Stress test: verify that the content is truncated correctly to 63,206 symbols","1","verifyContentValidationAndPublishButtonLogic63206","TestSuite","Wed Feb 18 15:27:14 UTC 2026","unknown","Wed Feb 18 15:27:14 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic63206"
"","1803","checkFourTagsSelection","TestSuite","Wed Feb 18 15:30:38 UTC 2026","passed","Wed Feb 18 15:30:40 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
"","31037","checkOneTagSelection","TestSuite","Wed Feb 18 15:30:40 UTC 2026","broken","Wed Feb 18 15:31:11 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkOneTagSelection"
"Add EcoNews to favorites and then remove it (authorized)","235","addAndRemoveEcoNewsFavorites_authorized","TestSuite","Wed Feb 18 15:31:17 UTC 2026","failed","Wed Feb 18 15:31:17 UTC 2026","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithTokenTest","API Tests","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithTokenTest","addAndRemoveEcoNewsFavorites_authorized"
"Verify that updating EcoNews with a specific image is successful","655","testUpdateEcoNewsByIdWithImage","TestSuite","Wed Feb 18 15:31:15 UTC 2026","passed","Wed Feb 18 15:31:16 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","testUpdateEcoNewsByIdWithImage"
"Verify that updating EcoNews with invalid id, tag, title, content returns 400 Bad Request","1117","testUpdateEcoNewsByIdShouldReturn400","TestSuite","Wed Feb 18 15:31:15 UTC 2026","passed","Wed Feb 18 15:31:16 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","testUpdateEcoNewsByIdShouldReturn400"
"","1081","secondTest","TestSuite","Wed Feb 18 15:30:15 UTC 2026","passed","Wed Feb 18 15:30:16 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","secondTest"
"","2124","isLogin","TestSuite","Wed Feb 18 15:30:22 UTC 2026","passed","Wed Feb 18 15:30:24 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isLogin"
"Verify that EcoNews can be retrieved in English and Ukrainian using lang parameter.","522","getEcoNewsLangTest","TestSuite","Wed Feb 18 15:31:15 UTC 2026","passed","Wed Feb 18 15:31:16 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","getEcoNewsLangTest"
"The test checks validation error when uploading a GIF image (unsupported format)","136","imgUploadGIFNegative","TestSuite","Wed Feb 18 15:29:18 UTC 2026","passed","Wed Feb 18 15:29:18 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadGIFNegative"
"Verify that the Edit News form contains the particular fields in Ukrainian locale","60097","verifyEditNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Wed Feb 18 15:29:35 UTC 2026","failed","Wed Feb 18 15:30:36 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","verifyEditNewsFormFieldsVisibilityInUkrainianLocale"
"The test checks successful validation when uploading a valid PNG image","428","imgUploadPositive","TestSuite","Wed Feb 18 15:29:20 UTC 2026","passed","Wed Feb 18 15:29:21 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadPositive"
"Verify that EcoNews can be successfully retrieved by ID.","247","getEcoNewsByIdTest","TestSuite","Wed Feb 18 15:31:15 UTC 2026","broken","Wed Feb 18 15:31:15 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","getEcoNewsByIdTest"
"","1547","isUserLoggedIn","TestSuite","Wed Feb 18 15:30:29 UTC 2026","broken","Wed Feb 18 15:30:31 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isUserLoggedIn"
"","2056","isLogin","TestSuite","Wed Feb 18 15:30:12 UTC 2026","passed","Wed Feb 18 15:30:14 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","isLogin"
"Verify that updating EcoNews without providing an image works correctly","289","testUpdateEcoNewsByIdWithoutImage","TestSuite","Wed Feb 18 15:31:17 UTC 2026","passed","Wed Feb 18 15:31:17 UTC 2026","org.greencity.api.EcoNewsById.UpdateEcoNewsByIdWithoutImageTest","API Tests","org.greencity.api.EcoNewsById.UpdateEcoNewsByIdWithoutImageTest","testUpdateEcoNewsByIdWithoutImage"
"Verify that the Edit News form contains the particular fields in English locale","60076","verifyEditNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Wed Feb 18 15:29:32 UTC 2026","failed","Wed Feb 18 15:30:32 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","verifyEditNewsFormFieldsVisibilityInEnglishLocale"
"Verify the validation of the title field","1494","verifyTitleFieldAndPublishButtonLogic","TestSuite","Wed Feb 18 15:29:09 UTC 2026","passed","Wed Feb 18 15:29:11 UTC 2026","org.greencity.ui.CreateNews.TitleValidationTest","UI Tests","org.greencity.ui.CreateNews.TitleValidationTest","verifyTitleFieldAndPublishButtonLogic"
"Verify that an authorized user can successfully delete an existing EcoNews item","580","testDeleteEcoNewsById","TestSuite","Wed Feb 18 15:31:14 UTC 2026","passed","Wed Feb 18 15:31:15 UTC 2026","org.greencity.api.EcoNewsById.DeleteEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.DeleteEcoNewsByIdTest","testDeleteEcoNewsById"
"Add the same EcoNews twice - should return 400 error","498","addToFavoritesTwiceShouldReturnError400","TestSuite","Wed Feb 18 15:31:17 UTC 2026","passed","Wed Feb 18 15:31:18 UTC 2026","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithTokenTest","API Tests","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithTokenTest","addToFavoritesTwiceShouldReturnError400"
"This test verifies that the EcoNews page API returns correct pagination data and validates the first news item, including its ID, title, author details, and tags.","2","verifyEcoNewsPageDataTest","TestSuite","Wed Feb 18 15:31:13 UTC 2026","failed","Wed Feb 18 15:31:13 UTC 2026","org.greencity.api.EcoNewsTest","API Tests","org.greencity.api.EcoNewsTest","verifyEcoNewsPageDataTest"
"Verify that the Preview page displays the correct news title, content, author name, and creation date, and that the 'Back to Create News' button redirects correctly","733","checkPreviewPage","TestSuite","Wed Feb 18 15:29:28 UTC 2026","failed","Wed Feb 18 15:29:29 UTC 2026","org.greencity.ui.CreateNews.PreviewPageTest","UI Tests","org.greencity.ui.CreateNews.PreviewPageTest","checkPreviewPage"
"Verify that the publish button is enabled and the warning disappears when the content is valid","31459","verifyContentValidationAndPublishButtonLogicValidContent","TestSuite","Wed Feb 18 15:27:51 UTC 2026","broken","Wed Feb 18 15:28:22 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogicValidContent"
"This test verifies that an authorized user can successfully create a new EcoNews item and receive a valid response with generated ID and correct data.","482","createEcoNewsSuccessTest","TestSuite","Wed Feb 18 15:31:14 UTC 2026","passed","Wed Feb 18 15:31:14 UTC 2026","org.greencity.api.CreateEcoNewsTest","API Tests","org.greencity.api.CreateEcoNewsTest","createEcoNewsSuccessTest"
