"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that active replies are correctly sorted:
1. By createdDate in descending order
2. By modifiedDate in descending order
3. By multiple fields (createdDate, modifiedDate) in descending order

Also verifies:
- Correct page metadata
- Correct reply order positions
","1517","testSortByDates","TestSuite","Wed Feb 18 16:47:47 UTC 2026","passed","Wed Feb 18 16:47:49 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testSortByDates"
"Verify that the system returns 404 Not Found when counting replies for a non-existing comment.","412","testCountActiveRepliesShouldReturn404","TestSuite","Wed Feb 18 16:47:46 UTC 2026","passed","Wed Feb 18 16:47:46 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testCountActiveRepliesShouldReturn404"
"","209","Like a comment","TestSuite","Wed Feb 18 16:47:40 UTC 2026","failed","Wed Feb 18 16:47:41 UTC 2026","org.greencity.api.EcoNewsCommentTest","API Tests","org.greencity.api.EcoNewsCommentTest","likeCommentTest"
"The test checks successful validation when uploading a valid PNG image","423","imgUploadPositive","TestSuite","Wed Feb 18 16:44:14 UTC 2026","passed","Wed Feb 18 16:44:15 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadPositive"
"Verify that clicking the Cancel button during editing triggers a confirmation modal, and selecting 'Yes, cancel' closes the editor","120774","CancelEditing","TestSuite","Wed Feb 18 16:45:37 UTC 2026","passed","Wed Feb 18 16:47:37 UTC 2026","org.greencity.ui.EditNews.CancelEditingTest","UI Tests","org.greencity.ui.EditNews.CancelEditingTest","CancelEditing"
"Add EcoNews to favorites and then remove it (authorized)","418","addAndRemoveEcoNewsFavorites_authorized","TestSuite","Wed Feb 18 16:47:48 UTC 2026","passed","Wed Feb 18 16:47:49 UTC 2026","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithTokenTest","API Tests","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithTokenTest","addAndRemoveEcoNewsFavorites_authorized"
"","194","getEcoNewsCountByAuthorIdTest","TestSuite","Wed Feb 18 16:47:41 UTC 2026","passed","Wed Feb 18 16:47:41 UTC 2026","org.greencity.api.EcoNewsCountTest","API Tests","org.greencity.api.EcoNewsCountTest","getEcoNewsCountByAuthorIdTest"
"","216","Testing if GET comment by ID works correctly","TestSuite","Wed Feb 18 16:47:40 UTC 2026","passed","Wed Feb 18 16:47:41 UTC 2026","org.greencity.api.EcoNewsCommentTest","API Tests","org.greencity.api.EcoNewsCommentTest","getCommentTest"
"The test checks validation when loading an image that is too large","187","imgUploadTooLargeNegative","TestSuite","Wed Feb 18 16:44:16 UTC 2026","passed","Wed Feb 18 16:44:16 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadTooLargeNegative"
"This test verifies that the EcoNews page API returns correct pagination data and validates the first news item, including its ID, title, author details, and tags.","283","verifyEcoNewsPageDataTest","TestSuite","Wed Feb 18 16:47:41 UTC 2026","passed","Wed Feb 18 16:47:41 UTC 2026","org.greencity.api.EcoNewsTest","API Tests","org.greencity.api.EcoNewsTest","verifyEcoNewsPageDataTest"
"","1227","secondTest","TestSuite","Wed Feb 18 16:45:14 UTC 2026","passed","Wed Feb 18 16:45:15 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","secondTest"
"","2171","isLogin","TestSuite","Wed Feb 18 16:45:21 UTC 2026","passed","Wed Feb 18 16:45:23 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isLogin"
"","1526","checkThreeTagsSelection","TestSuite","Wed Feb 18 16:45:37 UTC 2026","passed","Wed Feb 18 16:45:39 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkThreeTagsSelection"
"Verify that updating EcoNews without providing an image works correctly","273","testUpdateEcoNewsByIdWithoutImage","TestSuite","Wed Feb 18 16:47:44 UTC 2026","passed","Wed Feb 18 16:47:44 UTC 2026","org.greencity.api.EcoNewsById.UpdateEcoNewsByIdWithoutImageTest","API Tests","org.greencity.api.EcoNewsById.UpdateEcoNewsByIdWithoutImageTest","testUpdateEcoNewsByIdWithoutImage"
"","236","deleteSubCommentTest","TestSuite","Wed Feb 18 16:47:40 UTC 2026","failed","Wed Feb 18 16:47:40 UTC 2026","org.greencity.api.EcoNewsCommentTest","API Tests","org.greencity.api.EcoNewsCommentTest","deleteSubCommentTest"
"This test verifies that an authorized user can successfully create a new EcoNews item with image and receive a valid response with generated ID and correct data.","374","createEcoNewsWithImageTest","TestSuite","Wed Feb 18 16:47:41 UTC 2026","passed","Wed Feb 18 16:47:41 UTC 2026","org.greencity.api.CreateEcoNewsTest","API Tests","org.greencity.api.CreateEcoNewsTest","createEcoNewsWithImageTest"
"Verify that deleting a non-existing EcoNews returns 404 Not Found","213","testDeleteNonExistingEcoNewsShouldReturn404","TestSuite","Wed Feb 18 16:47:42 UTC 2026","passed","Wed Feb 18 16:47:42 UTC 2026","org.greencity.api.EcoNewsById.DeleteEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.DeleteEcoNewsByIdTest","testDeleteNonExistingEcoNewsShouldReturn404"
"Verify that the Create News form contains the particular fields in English locale","9627","verifyCreateNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Wed Feb 18 16:42:56 UTC 2026","passed","Wed Feb 18 16:43:05 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","verifyCreateNewsFormFieldsVisibilityInEnglishLocale"
