"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that clicking the Cancel button during editing triggers a confirmation modal, and selecting 'Yes, cancel' closes the editor","30371","CancelEditing","TestSuite","Mon Feb 16 08:05:57 UTC 2026","broken","Mon Feb 16 08:06:28 UTC 2026","org.greencity.ui.EditNews.CancelEditingTest","UI Tests","org.greencity.ui.EditNews.CancelEditingTest","CancelEditing"
"Verify that news can be published with empty Source field","9149","SourceFieldValidation","TestSuite","Mon Feb 16 08:05:17 UTC 2026","passed","Mon Feb 16 08:05:26 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldValidation"
"The test checks validation when loading an image that is too large","154","imgUploadTooLargeNegative","TestSuite","Mon Feb 16 08:05:37 UTC 2026","passed","Mon Feb 16 08:05:37 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadTooLargeNegative"
"Verify that updating EcoNews with a specific image is successful","424","testUpdateEcoNewsByIdWithImage","TestSuite","Mon Feb 16 08:07:55 UTC 2026","passed","Mon Feb 16 08:07:56 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","testUpdateEcoNewsByIdWithImage"
"","766","isLogin","TestSuite","Mon Feb 16 08:06:29 UTC 2026","passed","Mon Feb 16 08:06:29 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","isLogin"
"Verify that the Create News form contains the particular fields in Ukrainian locale","8095","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Mon Feb 16 08:03:52 UTC 2026","passed","Mon Feb 16 08:04:00 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale"
"Verify that updating EcoNews with invalid id, tag, title, content returns 400 Bad Request","275","testUpdateEcoNewsByIdShouldReturn400","TestSuite","Mon Feb 16 08:07:55 UTC 2026","passed","Mon Feb 16 08:07:55 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","testUpdateEcoNewsByIdShouldReturn400"
"Verify that the Edit News form contains the particular fields in English locale","60207","verifyEditNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Mon Feb 16 08:05:43 UTC 2026","failed","Mon Feb 16 08:06:43 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestEN","verifyEditNewsFormFieldsVisibilityInEnglishLocale"
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects to the EcoNews page","121265","testCancelButtonBehavior","TestSuite","Mon Feb 16 08:03:51 UTC 2026","passed","Mon Feb 16 08:05:53 UTC 2026","org.greencity.ui.CreateNews.CancelCreatingTest","UI Tests","org.greencity.ui.CreateNews.CancelCreatingTest","testCancelButtonBehavior"
"","1415","signInTest","TestSuite","Mon Feb 16 08:07:52 UTC 2026","passed","Mon Feb 16 08:07:54 UTC 2026","org.greencity.api.OwnSecurityTest","API Tests","org.greencity.api.OwnSecurityTest","signInTest"
"Verify validation logic for invalid Source field and successful publish after correction","31736","SourceFieldNonValidValidation","TestSuite","Mon Feb 16 08:04:45 UTC 2026","broken","Mon Feb 16 08:05:17 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldNonValidValidation"
"","61677","checkOneTagSelection","TestSuite","Mon Feb 16 08:06:51 UTC 2026","failed","Mon Feb 16 08:07:52 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkOneTagSelection"
"Verify that the content field validation fails for too short input and passes for valid content","527","verifyTooShortContent","TestSuite","Mon Feb 16 08:04:41 UTC 2026","passed","Mon Feb 16 08:04:42 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyTooShortContent"
"","1","removeAllTags","TestSuite","Mon Feb 16 08:07:52 UTC 2026","broken","Mon Feb 16 08:07:52 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","removeAllTags"
"Verify that the Create News form contains the particular fields in English locale","9186","verifyCreateNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Mon Feb 16 08:03:51 UTC 2026","passed","Mon Feb 16 08:04:01 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","verifyCreateNewsFormFieldsVisibilityInEnglishLocale"
"The test checks validation error when uploading a GIF image (unsupported format)","182","imgUploadGIFNegative","TestSuite","Mon Feb 16 08:05:31 UTC 2026","passed","Mon Feb 16 08:05:31 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadGIFNegative"
"","61449","checkFourTagsSelection","TestSuite","Mon Feb 16 08:06:51 UTC 2026","passed","Mon Feb 16 08:07:52 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
"Verify that updating EcoNews without providing an image works correctly","106","testUpdateEcoNewsByIdWithoutImage","TestSuite","Mon Feb 16 08:07:56 UTC 2026","passed","Mon Feb 16 08:07:56 UTC 2026","org.greencity.api.EcoNewsById.UpdateEcoNewsByIdWithoutImageTest","API Tests","org.greencity.api.EcoNewsById.UpdateEcoNewsByIdWithoutImageTest","testUpdateEcoNewsByIdWithoutImage"
"","1529","isUserLoggedIn","TestSuite","Mon Feb 16 08:06:42 UTC 2026","broken","Mon Feb 16 08:06:43 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isUserLoggedIn"
"Verify that the publish button is disabled and a warning is displayed when the content is shorter than 20 characters","176","verifyContentValidationAndPublishButtonLogic20","TestSuite","Mon Feb 16 08:04:06 UTC 2026","passed","Mon Feb 16 08:04:06 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic20"
"Verify that requesting a non-existing EcoNews returns 404 status code.","64","getNonExistingEcoNewsTestShouldReturn404","TestSuite","Mon Feb 16 08:07:55 UTC 2026","passed","Mon Feb 16 08:07:55 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","getNonExistingEcoNewsTestShouldReturn404"
"Stress test: verify that the content is truncated correctly to 63,206 symbols","1","verifyContentValidationAndPublishButtonLogic63206","TestSuite","Mon Feb 16 08:03:31 UTC 2026","unknown","Mon Feb 16 08:03:31 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic63206"
"Verify that an authorized user can successfully delete an existing EcoNews item","152","testDeleteEcoNewsById","TestSuite","Mon Feb 16 08:07:55 UTC 2026","passed","Mon Feb 16 08:07:55 UTC 2026","org.greencity.api.EcoNewsById.DeleteEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.DeleteEcoNewsByIdTest","testDeleteEcoNewsById"
"Verify that the Preview page displays the correct news title, content, author name, and creation date, and that the 'Back to Create News' button redirects correctly","887","checkPreviewPage","TestSuite","Mon Feb 16 08:05:39 UTC 2026","failed","Mon Feb 16 08:05:40 UTC 2026","org.greencity.ui.CreateNews.PreviewPageTest","UI Tests","org.greencity.ui.CreateNews.PreviewPageTest","checkPreviewPage"
"This test verifies that an authorized user can successfully create a new EcoNews item and receive a valid response with generated ID and correct data.","252","createEcoNewsSuccessTest","TestSuite","Mon Feb 16 08:07:54 UTC 2026","passed","Mon Feb 16 08:07:55 UTC 2026","org.greencity.api.CreateEcoNewsTest","API Tests","org.greencity.api.CreateEcoNewsTest","createEcoNewsSuccessTest"
"Verify that the Edit News form contains the particular fields in Ukrainian locale","60429","verifyEditNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Mon Feb 16 08:05:45 UTC 2026","failed","Mon Feb 16 08:06:46 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","verifyEditNewsFormFieldsVisibilityInUkrainianLocale"
"Verify that deleting EcoNews without authorization returns 401 status code.","27","testDeleteEcoNewsByIdWithoutTokenShouldReturn401","TestSuite","Mon Feb 16 08:07:55 UTC 2026","passed","Mon Feb 16 08:07:55 UTC 2026","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","testDeleteEcoNewsByIdWithoutTokenShouldReturn401"
