"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31240","checkOneTagSelection","TestSuite","Thu Feb 19 09:20:25 UTC 2026","passed","Thu Feb 19 09:20:56 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkOneTagSelection"
"Verify that the Edit News form contains the particular fields in Ukrainian locale","9674","verifyEditNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Thu Feb 19 09:19:59 UTC 2026","passed","Thu Feb 19 09:20:08 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","verifyEditNewsFormFieldsVisibilityInUkrainianLocale"
"","58","getTagsByLanguageTest","TestSuite","Thu Feb 19 09:22:12 UTC 2026","passed","Thu Feb 19 09:22:12 UTC 2026","org.greencity.api.EcoNewsTagsTest","API Tests","org.greencity.api.EcoNewsTagsTest","getTagsByLanguageTest"
"","1","removeAllTags","TestSuite","Thu Feb 19 09:20:55 UTC 2026","broken","Thu Feb 19 09:20:55 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","removeAllTags"
"Verify the validation of the title field","1292","verifyTitleFieldAndPublishButtonLogic","TestSuite","Thu Feb 19 09:19:04 UTC 2026","passed","Thu Feb 19 09:19:06 UTC 2026","org.greencity.ui.CreateNews.TitleValidationTest","UI Tests","org.greencity.ui.CreateNews.TitleValidationTest","verifyTitleFieldAndPublishButtonLogic"
"This test verifies that the EcoNews page API returns correct pagination data and validates the first news item, including its ID, title, author details, and tags.","63","verifyEcoNewsPageDataTest","TestSuite","Thu Feb 19 09:22:11 UTC 2026","failed","Thu Feb 19 09:22:12 UTC 2026","org.greencity.api.EcoNewsTest","API Tests","org.greencity.api.EcoNewsTest","verifyEcoNewsPageDataTest"
"Verify that EcoNews can be successfully retrieved by ID.","80","getEcoNewsByIdTest","TestSuite","Thu Feb 19 09:22:12 UTC 2026","passed","Thu Feb 19 09:22:12 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","getEcoNewsByIdTest"
"Verify that the publish button is disabled and a warning is displayed when the content is shorter than 20 characters","184","verifyContentValidationAndPublishButtonLogic20","TestSuite","Thu Feb 19 09:17:45 UTC 2026","passed","Thu Feb 19 09:17:45 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic20"
"Stress test: verify that the content is truncated correctly to 63,206 symbols","1","verifyContentValidationAndPublishButtonLogic63206","TestSuite","Thu Feb 19 09:17:11 UTC 2026","unknown","Thu Feb 19 09:17:11 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogic63206"
"The test checks validation when loading an image that is too large","345","imgUploadTooLargeNegative","TestSuite","Thu Feb 19 09:19:18 UTC 2026","failed","Thu Feb 19 09:19:19 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadTooLargeNegative"
"Verify that news can be published with empty Source field","8840","SourceFieldValidation","TestSuite","Thu Feb 19 09:18:57 UTC 2026","passed","Thu Feb 19 09:19:06 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldValidation"
"","100","deleteSubCommentTest","TestSuite","Thu Feb 19 09:22:11 UTC 2026","failed","Thu Feb 19 09:22:11 UTC 2026","org.greencity.api.EcoNewsCommentTest","API Tests","org.greencity.api.EcoNewsCommentTest","deleteSubCommentTest"
"Verify that updating EcoNews with invalid id, tag, title, content returns 400 Bad Request","315","testUpdateEcoNewsByIdShouldReturn400","TestSuite","Thu Feb 19 09:22:12 UTC 2026","passed","Thu Feb 19 09:22:13 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","testUpdateEcoNewsByIdShouldReturn400"
"Verify that an attempt to get likes count on Eco News returns 200 status code.","48","countEcoNewsLikes","TestSuite","Thu Feb 19 09:22:16 UTC 2026","passed","Thu Feb 19 09:22:16 UTC 2026","org.greencity.api.EcoNewsById.CountEcoNewsLikesByIdTest","API Tests","org.greencity.api.EcoNewsById.CountEcoNewsLikesByIdTest","countEcoNewsLikes"
"Verify that the system returns 404 Not Found when requesting replies for a non-existing comment.","70","testGetActiveRepliesShouldReturn404","TestSuite","Thu Feb 19 09:22:15 UTC 2026","passed","Thu Feb 19 09:22:15 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testGetActiveRepliesShouldReturn404"
"Verify that the system returns 404 Not Found when counting replies for a non-existing comment.","111","testCountActiveRepliesShouldReturn404","TestSuite","Thu Feb 19 09:22:14 UTC 2026","passed","Thu Feb 19 09:22:15 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testCountActiveRepliesShouldReturn404"
"This test verifies that an authorized user can successfully create a new EcoNews item and receive a valid response with generated ID and correct data.","309","testCountActiveReplies","TestSuite","Thu Feb 19 09:22:14 UTC 2026","passed","Thu Feb 19 09:22:15 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testCountActiveReplies"
"Verify that the Create News form contains the particular fields in English locale","9224","verifyCreateNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Thu Feb 19 09:17:29 UTC 2026","passed","Thu Feb 19 09:17:38 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","verifyCreateNewsFormFieldsVisibilityInEnglishLocale"
"Verify that deleting a non-existing EcoNews returns 404 Not Found","79","testDeleteNonExistingEcoNewsShouldReturn404","TestSuite","Thu Feb 19 09:22:12 UTC 2026","passed","Thu Feb 19 09:22:12 UTC 2026","org.greencity.api.EcoNewsById.DeleteEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.DeleteEcoNewsByIdTest","testDeleteNonExistingEcoNewsShouldReturn404"
"Verify that active replies are correctly sorted:
1. By createdDate in descending order
2. By modifiedDate in descending order
3. By multiple fields (createdDate, modifiedDate) in descending order

Also verifies:
- Correct page metadata
- Correct reply order positions
","561","testSortByDates","TestSuite","Thu Feb 19 09:22:15 UTC 2026","passed","Thu Feb 19 09:22:15 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testSortByDates"
"Verify that the system returns 400 Bad Request when invalid pagination or sorting parameters are provided.","303","testGetActiveRepliesShouldReturn400","TestSuite","Thu Feb 19 09:22:15 UTC 2026","passed","Thu Feb 19 09:22:15 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testGetActiveRepliesShouldReturn400"
"Attempt to remove EcoNews from favorites without token - should return 401","37","removeFromFavorites_unauthorized_shouldReturn401","TestSuite","Thu Feb 19 09:22:15 UTC 2026","passed","Thu Feb 19 09:22:16 UTC 2026","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithoutTokenTest","API Tests","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithoutTokenTest","removeFromFavorites_unauthorized_shouldReturn401"
"","404","addCommentWithImagesTest","TestSuite","Thu Feb 19 09:22:11 UTC 2026","passed","Thu Feb 19 09:22:11 UTC 2026","org.greencity.api.EcoNewsCommentTest","API Tests","org.greencity.api.EcoNewsCommentTest","addCommentWithImagesTest"
"Verify that the Create News form contains the particular fields in Ukrainian locale","8041","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Thu Feb 19 09:17:29 UTC 2026","passed","Thu Feb 19 09:17:37 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestUA","verifyCreateNewsFormFieldsVisibilityInUkrainianLocale"
"","1658","checkFourTagsSelection","TestSuite","Thu Feb 19 09:20:23 UTC 2026","passed","Thu Feb 19 09:20:25 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
"The test checks successful validation when uploading a valid PNG image","281","imgUploadPositive","TestSuite","Thu Feb 19 09:19:12 UTC 2026","passed","Thu Feb 19 09:19:13 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadPositive"
"Verify that updating EcoNews without providing an image works correctly","262","testUpdateEcoNewsByIdWithoutImage","TestSuite","Thu Feb 19 09:22:13 UTC 2026","passed","Thu Feb 19 09:22:13 UTC 2026","org.greencity.api.EcoNewsById.UpdateEcoNewsByIdWithoutImageTest","API Tests","org.greencity.api.EcoNewsById.UpdateEcoNewsByIdWithoutImageTest","testUpdateEcoNewsByIdWithoutImage"
"Verify that EcoNews can be retrieved in English and Ukrainian using lang parameter.","145","getEcoNewsLangTest","TestSuite","Thu Feb 19 09:22:12 UTC 2026","passed","Thu Feb 19 09:22:12 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","getEcoNewsLangTest"
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects to the EcoNews page","121427","testCancelButtonBehavior","TestSuite","Thu Feb 19 09:17:29 UTC 2026","passed","Thu Feb 19 09:19:30 UTC 2026","org.greencity.ui.CreateNews.CancelCreatingTest","UI Tests","org.greencity.ui.CreateNews.CancelCreatingTest","testCancelButtonBehavior"
"Verify that active replies for a comment can be retrieved for a specific page (page=0, size=10).","161","testGetActiveRepliesWithPage","TestSuite","Thu Feb 19 09:22:15 UTC 2026","passed","Thu Feb 19 09:22:15 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testGetActiveRepliesWithPage"
"","233","checkThreeTagsSelection","TestSuite","Thu Feb 19 09:20:56 UTC 2026","skipped","Thu Feb 19 09:20:56 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkThreeTagsSelection"
"Verify that requesting a non-existing EcoNews returns 404 status code.","66","getNonExistingEcoNewsTestShouldReturn404","TestSuite","Thu Feb 19 09:22:12 UTC 2026","passed","Thu Feb 19 09:22:12 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","getNonExistingEcoNewsTestShouldReturn404"
"Verify that the publish button is enabled and the warning disappears when the content is valid","32731","verifyContentValidationAndPublishButtonLogicValidContent","TestSuite","Thu Feb 19 09:17:46 UTC 2026","broken","Thu Feb 19 09:18:19 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyContentValidationAndPublishButtonLogicValidContent"
"Verify that an attempt to like user's own EcoNews returns 400 status code ","59","likeOwnEcoNews","TestSuite","Thu Feb 19 09:22:17 UTC 2026","passed","Thu Feb 19 09:22:17 UTC 2026","org.greencity.api.EcoNewsById.LikeOwnEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.LikeOwnEcoNewsByIdTest","likeOwnEcoNews"
"Verify that updating EcoNews without authorization returns 401 status code.","50","testUpdateEcoNewsByIdWithoutTokenShouldReturn401","TestSuite","Thu Feb 19 09:22:13 UTC 2026","passed","Thu Feb 19 09:22:13 UTC 2026","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","API Tests","org.greencity.api.EcoNewsById.UnauthorizedEcoNewsByIdTest","testUpdateEcoNewsByIdWithoutTokenShouldReturn401"
"","1839","isLogin","TestSuite","Thu Feb 19 09:20:17 UTC 2026","passed","Thu Feb 19 09:20:19 UTC 2026","org.greencity.ui.FirstTestWithUser","UI Tests","org.greencity.ui.FirstTestWithUser","isLogin"
"Verify that the content field validation fails for too short input and passes for valid content","631","verifyTooShortContent","TestSuite","Thu Feb 19 09:18:21 UTC 2026","passed","Thu Feb 19 09:18:22 UTC 2026","org.greencity.ui.CreateNews.ContentValidationTest","UI Tests","org.greencity.ui.CreateNews.ContentValidationTest","verifyTooShortContent"
"","418","secondTest","TestSuite","Thu Feb 19 09:20:11 UTC 2026","broken","Thu Feb 19 09:20:11 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","secondTest"
"","1658","signInTest","TestSuite","Thu Feb 19 09:22:09 UTC 2026","passed","Thu Feb 19 09:22:10 UTC 2026","org.greencity.api.OwnSecurityTest","API Tests","org.greencity.api.OwnSecurityTest","signInTest"
"This test verifies that an authorized user can successfully create a new EcoNews item with image and receive a valid response with generated ID and correct data.","245","createEcoNewsWithImageTest","TestSuite","Thu Feb 19 09:22:11 UTC 2026","passed","Thu Feb 19 09:22:11 UTC 2026","org.greencity.api.CreateEcoNewsTest","API Tests","org.greencity.api.CreateEcoNewsTest","createEcoNewsWithImageTest"
"Verify that active replies for a comment can be retrieved successfully without query parameters.","139","testGetActiveRepliesDefault","TestSuite","Thu Feb 19 09:22:14 UTC 2026","passed","Thu Feb 19 09:22:15 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testGetActiveRepliesDefault"
"","93","Like a comment","TestSuite","Thu Feb 19 09:22:11 UTC 2026","failed","Thu Feb 19 09:22:11 UTC 2026","org.greencity.api.EcoNewsCommentTest","API Tests","org.greencity.api.EcoNewsCommentTest","likeCommentTest"
"Add EcoNews to favorites and then remove it (authorized)","132","addAndRemoveEcoNewsFavorites_authorized","TestSuite","Thu Feb 19 09:22:15 UTC 2026","passed","Thu Feb 19 09:22:15 UTC 2026","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithTokenTest","API Tests","org.greencity.api.EcoNewsById.FavoriteEcoNewsWithTokenTest","addAndRemoveEcoNewsFavorites_authorized"
"Verify that comment without replies returns empty active replies page","70","testNoActiveReplies","TestSuite","Thu Feb 19 09:22:15 UTC 2026","passed","Thu Feb 19 09:22:15 UTC 2026","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","API Tests","org.greencity.api.ecoNewsComment.EcoNewsCommentRepliesTest","testNoActiveReplies"
