"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies that an authorized user can successfully create a new EcoNews item and receive a valid response with generated ID and correct data.","472","createEcoNewsSuccessTest","TestSuite","Sun Feb 15 00:33:35 UTC 2026","passed","Sun Feb 15 00:33:35 UTC 2026","org.greencity.api.CreateEcoNewsTest","API Tests","org.greencity.api.CreateEcoNewsTest","createEcoNewsSuccessTest"
"Verify that the Create News form contains the particular fields in English locale","8919","verifyCreateNewsFormFieldsVisibilityInEnglishLocale","TestSuite","Sun Feb 15 00:30:22 UTC 2026","passed","Sun Feb 15 00:30:31 UTC 2026","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","UI Tests","org.greencity.ui.CreateNews.CreateNewsFormVisibilityTestEN","verifyCreateNewsFormFieldsVisibilityInEnglishLocale"
"Verify that updating EcoNews with an invalid tag returns 400 Bad Request","837","testUpdateEcoNewsByIdShouldReturn400","TestSuite","Sun Feb 15 00:33:37 UTC 2026","passed","Sun Feb 15 00:33:37 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","testUpdateEcoNewsByIdShouldReturn400"
"","2477","isLogin","TestSuite","Sun Feb 15 00:33:03 UTC 2026","passed","Sun Feb 15 00:33:05 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","isLogin"
"","1715","signInTest","TestSuite","Sun Feb 15 00:33:32 UTC 2026","passed","Sun Feb 15 00:33:34 UTC 2026","org.greencity.api.OwnSecurityTest","API Tests","org.greencity.api.OwnSecurityTest","signInTest"
"Verify that updating EcoNews with a specific image is successful","567","testUpdateEcoNewsByIdWithImage","TestSuite","Sun Feb 15 00:33:37 UTC 2026","passed","Sun Feb 15 00:33:37 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithImageTest","testUpdateEcoNewsByIdWithImage"
"Verify that updating EcoNews without authorization returns 401 status code.","154","testUpdateEcoNewsByIdWithoutTokenShouldReturn401","TestSuite","Sun Feb 15 00:33:37 UTC 2026","passed","Sun Feb 15 00:33:37 UTC 2026","org.greencity.api.EcoNewsById.EcoNewsByIdWithoutTokenTest","API Tests","org.greencity.api.EcoNewsById.EcoNewsByIdWithoutTokenTest","testUpdateEcoNewsByIdWithoutTokenShouldReturn401"
"Verify that news can be published with empty Source field","8628","SourceFieldValidation","TestSuite","Sun Feb 15 00:31:53 UTC 2026","passed","Sun Feb 15 00:32:01 UTC 2026","org.greencity.ui.CreateNews.SourceValidationTest","UI Tests","org.greencity.ui.CreateNews.SourceValidationTest","SourceFieldValidation"
"Verify that the Edit News form contains the particular fields in Ukrainian locale","60238","verifyEditNewsFormFieldsVisibilityInUkrainianLocale","TestSuite","Sun Feb 15 00:32:22 UTC 2026","failed","Sun Feb 15 00:33:23 UTC 2026","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","UI Tests","org.greencity.ui.EditNews.EditNewsFormVisibilityTestUA","verifyEditNewsFormFieldsVisibilityInUkrainianLocale"
"","988","secondTest","TestSuite","Sun Feb 15 00:33:07 UTC 2026","passed","Sun Feb 15 00:33:08 UTC 2026","org.greencity.ui.FirstTest","UI Tests","org.greencity.ui.FirstTest","secondTest"
"","1492","checkFourTagsSelection","TestSuite","Sun Feb 15 00:33:28 UTC 2026","passed","Sun Feb 15 00:33:30 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkFourTagsSelection"
"","1299","checkOneTagSelection","TestSuite","Sun Feb 15 00:33:30 UTC 2026","passed","Sun Feb 15 00:33:32 UTC 2026","org.greencity.ui.TagSelectionTest","UI Tests","org.greencity.ui.TagSelectionTest","checkOneTagSelection"
"The test checks validation error when uploading a GIF image (unsupported format)","161","imgUploadGIFNegative","TestSuite","Sun Feb 15 00:32:05 UTC 2026","passed","Sun Feb 15 00:32:06 UTC 2026","org.greencity.ui.CreateNews.UploadImageTest","UI Tests","org.greencity.ui.CreateNews.UploadImageTest","imgUploadGIFNegative"
"Verify the validation of the title field","1422","verifyTitleFieldAndPublishButtonLogic","TestSuite","Sun Feb 15 00:31:57 UTC 2026","passed","Sun Feb 15 00:31:59 UTC 2026","org.greencity.ui.CreateNews.TitleValidationTest","UI Tests","org.greencity.ui.CreateNews.TitleValidationTest","verifyTitleFieldAndPublishButtonLogic"
